"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Aleven V.; Haywood J.; Kay J.; Roll I.","Aleven, Vincent (6602528401); Haywood, Jeff (9040602600); Kay, Judy (7201938514); Roll, Ido (8987398200)","6602528401; 9040602600; 7201938514; 8987398200","Learning at scale 2016 preface","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","iii","iv","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969916793&partnerID=40&md5=aec45941c27e748a3ef99a35ea0972e0","Editorial","Final","","Scopus","2-s2.0-84969916793"
"Baek J.; Shore J.","Baek, Jiye (57189376585); Shore, Jesse (55603802600)","57189376585; 55603802600","Promoting student engagement in MOOCs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","293","296","3","20","10.1145/2876034.2893437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921248&doi=10.1145%2f2876034.2893437&partnerID=40&md5=5d57b5268d49ca882a6e8e3fd470e7fe","Conference paper","Final","","Scopus","2-s2.0-84969921248"
"Falakmasir M.H.; González-Brenes J.P.; Gordon G.J.; Dicerbo K.E.","Falakmasir, Mohammad H. (36469995900); González-Brenes, José P. (48561096600); Gordon, Geoffrey J. (57203070987); Dicerbo, Kristen E. (6603405804)","36469995900; 48561096600; 57203070987; 6603405804","A data-driven approach for inferring student proficiency from game activity logs","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","341","349","8","17","10.1145/2876034.2876038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969915345&doi=10.1145%2f2876034.2876038&partnerID=40&md5=62a4ae37cd1871ffa7dee86a53bf6cdc","Conference paper","Final","","Scopus","2-s2.0-84969915345"
"Ritter S.; Yudelson M.; Fancsali S.E.; Berman S.R.","Ritter, Steve (35732151500); Yudelson, Michael (55920072000); Fancsali, Stephen E. (54929502400); Berman, Susan R. (57189380630)","35732151500; 55920072000; 54929502400; 57189380630","How mastery learning works at scale","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","71","79","8","47","10.1145/2876034.2876039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921224&doi=10.1145%2f2876034.2876039&partnerID=40&md5=238daf4fd36f6c897254a72434004d27","Conference paper","Final","","Scopus","2-s2.0-84969921224"
"Renz J.; Navarro-Suarez G.; Sathi R.; Staubitz T.; Meinel C.","Renz, Jan (56236876600); Navarro-Suarez, Gerado (57189384731); Sathi, Rowshan (57189381495); Staubitz, Thomas (56237871000); Meinel, Christoph (56187776800)","56236876600; 57189384731; 57189381495; 56237871000; 56187776800","Enabling schema agnostic learning analytics in a service-oriented MOOC platform","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","137","140","3","8","10.1145/2876034.2893389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921142&doi=10.1145%2f2876034.2893389&partnerID=40&md5=3fbd7d20367013d5c60116b7c0efa738","Conference paper","Final","","Scopus","2-s2.0-84969921142"
"Atapattu T.; Falkner K.","Atapattu, Thushari (27567593400); Falkner, Katrina (7004182688)","27567593400; 7004182688","A framework for topic generation and labeling from MOOC discussions","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","201","204","3","20","10.1145/2876034.2893414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969916317&doi=10.1145%2f2876034.2893414&partnerID=40&md5=74928cd2243e49d66c63ffd9d4d8fb78","Conference paper","Final","","Scopus","2-s2.0-84969916317"
"Ou C.; Goel A.K.; Joyner D.A.; Haynes D.F.","Ou, Chaohua (57189380264); Goel, Ashok K. (7201830074); Joyner, David A. (35183234600); Haynes, Daniel F. (57189376327)","57189380264; 7201830074; 35183234600; 57189376327","Designing videos with pedagogical strategies: Online students' perceptions of their effectiveness","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","141","144","3","12","10.1145/2876034.2893391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969915327&doi=10.1145%2f2876034.2893391&partnerID=40&md5=638006276e44006227aba866559de5c6","Conference paper","Final","","Scopus","2-s2.0-84969915327"
"Chaplot D.S.; Rhim E.; Kim J.","Chaplot, Devendra Singh (56287013900); Rhim, Eunhee (56904320900); Kim, Jihie (57865561800)","56287013900; 56904320900; 57865561800","Personalized adaptive learning using neural networks","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","165","168","3","16","10.1145/2876034.2893397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969922892&doi=10.1145%2f2876034.2893397&partnerID=40&md5=3f7a484775631fdb1e26218db7da5de9","Conference paper","Final","","Scopus","2-s2.0-84969922892"
"Dix A.","Dix, Alan (7005324365)","7005324365","Challenge and potential of fine grain, cross-institutional learning data","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","261","264","3","3","10.1145/2876034.2893429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969939857&doi=10.1145%2f2876034.2893429&partnerID=40&md5=f1b61093fd83f6eec8675b8450f3d09d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84969939857"
"Breazeal C.; Morris R.; Gottwald S.; Galyean T.; Wolf M.","Breazeal, Cynthia (7003691791); Morris, Robin (35589119600); Gottwald, Stephanie (26537481600); Galyean, Tinsley (6506810010); Wolf, Maryanne (7402497731)","7003691791; 35589119600; 26537481600; 6506810010; 7402497731","Mobile devices for early literacy intervention and research with global reach","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","11","20","9","10","10.1145/2876034.2876046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969920054&doi=10.1145%2f2876034.2876046&partnerID=40&md5=4fa3d188083ef6c5c0914ff308e21d5b","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84969920054"
"Roussev B.; Simakov P.; Orr J.; Deutsch A.; Cox J.; Lenaghan M.; Gainer M.","Roussev, Boris (13605625900); Simakov, Pavel (56597906500); Orr, John (7201561933); Deutsch, Amit (55790398700); Cox, John (56597347800); Lenaghan, Michael (56069542600); Gainer, Mike (57189383221)","13605625900; 56597906500; 7201561933; 55790398700; 56597347800; 56069542600; 57189383221","Course Builder skill maps","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","89","92","3","1","10.1145/2876034.2893374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921064&doi=10.1145%2f2876034.2893374&partnerID=40&md5=fa46c410a7ac440a2842bc0ec0930893","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969921064"
"Kovacs G.","Kovacs, Geza (55923699600)","55923699600","Effects of in-video quizzes on MOOC lecture viewing","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","31","40","9","51","10.1145/2876034.2876041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969941371&doi=10.1145%2f2876034.2876041&partnerID=40&md5=33ad9e7063da88c751a721fe1bf159b7","Conference paper","Final","","Scopus","2-s2.0-84969941371"
"Kovanović V.; Owers J.; Joksimović S.; Scott A.-M.; Gašević D.; Woodgate A.","Kovanović, Vitomir (55096902400); Owers, James (57189377207); Joksimović, Srećko (55837206800); Scott, Anne-Marie (57189391384); Gašević, Dragan (8549413500); Woodgate, Amy (56461324500)","55096902400; 57189377207; 55837206800; 57189391384; 8549413500; 56461324500","Profiling MOOC course returners: How does student behavior change between two course enrollments?","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","269","272","3","32","10.1145/2876034.2893431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969930956&doi=10.1145%2f2876034.2893431&partnerID=40&md5=b1b5d0e2fdaadef7e1d5cfaaef5f1f3d","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84969930956"
"Leppänen L.; Vapaakallio L.; Vihavainen A.","Leppänen, Leo (57189382725); Vapaakallio, Lassi (57189382475); Vihavainen, Arto (25825842400)","57189382725; 57189382475; 25825842400","Illusion of progress is moar addictive than cat pictures","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","133","136","3","3","10.1145/2876034.2893388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969932752&doi=10.1145%2f2876034.2893388&partnerID=40&md5=dd2f1ffd2f289de8d744c7766c445398","Conference paper","Final","","Scopus","2-s2.0-84969932752"
"Reich J.; Stewart B.; Mavon K.; Tingley D.","Reich, Justin (56144824600); Stewart, Brandon (55802499900); Mavon, Kimia (57189383671); Tingley, Dustin (12446550300)","56144824600; 55802499900; 57189383671; 12446550300","The civic mission of MOOCs: Measuring engagement across political differences in forums","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","1","10","9","19","10.1145/2876034.2876045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969932175&doi=10.1145%2f2876034.2876045&partnerID=40&md5=62bfb7e272bc458803d5e817f980b08c","Conference paper","Final","","Scopus","2-s2.0-84969932175"
"Nacu D.; Martin C.K.; Schutzenhofer M.; Pinkard N.","Nacu, Denise (26036277500); Martin, Caitlin K. (16040033600); Schutzenhofer, Michael (56244760800); Pinkard, Nichole (6602885272)","26036277500; 16040033600; 56244760800; 6602885272","Beyond traditional metrics: Using automated log coding to understand 21st century learning online","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","197","200","3","6","10.1145/2876034.2893413","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969917173&doi=10.1145%2f2876034.2893413&partnerID=40&md5=6fd97e4d6d025ceb9ca04cb0717e488e","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969917173"
"Wang Y.; Ostrow K.; Adjei S.; Heffernan N.","Wang, Yan (57193818352); Ostrow, Korinn (56505202800); Adjei, Seth (56597749000); Heffernan, Neil (14041775100)","57193818352; 56505202800; 56597749000; 14041775100","The opportunity count model: A flexible approach to modeling student performance","2016","L@S 2016 - Proceedings of the 3rd 2016 ACM Conference on Learning at Scale","","","","113","116","3","3","10.1145/2876034.2893382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969921824&doi=10.1145%2f2876034.2893382&partnerID=40&md5=f9498eb8bfa302fef02207695518e9a2","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84969921824"
