Paper Title,Year,Full Paper or WIP?,Session Name,"Context: MOOCs, In-person degrees, Online degrees, K-12, Informal learning environments, Other (specify in 1-2 words in Context Notes)",Context Notes,"Subject: CS, Non-CS STEM, Non-STEM (specify in 1-2 words in Subject Notes), Unspecified",Subject Notes,"AI/ML Applications in Education? (Enter ""Y"" or ""N"")",Similarity Score,Matched Title
"Learning Analytics Dashboard Research Has Neglected Diversity, Equity and Inclusion",2021,Full Paper,Works-in-Progress,,,,,,100,"Learning Analytics Dashboard Research Has Neglected Diversity, Equity and Inclusion"
Learning Engineering @ Scale,2021,Full Paper,Workshops,,,,,,100,Learning Engineering @ Scale
Modeling Temporal Association of Cognition-Topic in MOOC Discussion to Track Learners' Cognitive Engagement Dynamics,2021,Full Paper,Works-in-Progress,,,,,,100,Modeling Temporal Association of Cognition-Topic in MOOC Discussion to Track Learners' Cognitive Engagement Dynamics
Peer-Grading at Scale with Rank Aggregation,2021,Full Paper,Works-in-Progress,,,,,,100,Peer-Grading at Scale with Rank Aggregation
Personalization at Scale: Making Learning Personally Relevant in a Climate Science MOOC,2021,Full Paper,Works-in-Progress,,,,,,100,Personalization at Scale: Making Learning Personally Relevant in a Climate Science MOOC
Personalized Lecture Recommendations to Facilitate Bite-Sized Learning,2021,Full Paper,Works-in-Progress,,,,,,100,Personalized Lecture Recommendations to Facilitate Bite-Sized Learning
Re-Design Classroom into MOOC-like Content With Remote Face-to-Face Sessions During the COVID-19 Pandemic: A Case Study in Graduate School,2021,Full Paper,Works-in-Progress,,,,,,99,Re-Design Classroom into MOOC-like Content with Remote Face-to-Face Sessions during the COVID-19 Pandemic: A Case Study in Graduate School
Scaling Up Data Science Course Projects: A Case Study,2021,Full Paper,Works-in-Progress,,,,,,98,Scaling up Data Science Course Projects: A Case Study
Second Workshop on Educational A/B Testing at Scale,2021,Full Paper,Workshops,,,,,,100,Second Workshop on Educational A/B Testing at Scale
"Setting up, Troubleshooting, and Innovating on the Delivery of Online Instruction: A Case Study of an LMS Q&A Forum",2021,Full Paper,L@Scale 2: Perspectives from US West Coast,,,,,,100,"Setting up, Troubleshooting, and Innovating on the Delivery of Online Instruction: A Case Study of an LMS Q&A Forum"
Should College Dropout Prediction Models Include Protected Attributes?  91-100,2021,Full Paper,L@Scale 2: Perspectives from US West Coast,,,,,,95,Should College Dropout Prediction Models Include Protected Attributes?
"Student Barriers to Active Learning in Synchronous Online Classes: Characterization, Reflections, and Suggestions",2021,Full Paper,L@Scale 3: Perspectives from Oceania,,,,,,100,"Student Barriers to Active Learning in Synchronous Online Classes: Characterization, Reflections, and Suggestions"
Student Perceptions of Social Support in the Transition to Emergency Remote Instruction,2021,Full Paper,Works-in-Progress,,,,,,100,Student Perceptions of Social Support in the Transition to Emergency Remote Instruction
Teaching the Masses on Twitch: An Initial Exploration of Educational Live-Streaming,2021,Full Paper,Works-in-Progress,,,,,,100,Teaching the Masses on Twitch: An Initial Exploration of Educational Live-Streaming
The Impact of Mobile Learning on Students' Self-Test Behavior in MOOCs,2021,Full Paper,Works-in-Progress,,,,,,100,The Impact of Mobile Learning on Students' Self-Test Behavior in MOOCs
"The MOOClet Framework: Unifying Experimentation, Dynamic Improvement, and Personalization in Online Courses",2021,Full Paper,L@Scale 1: Perspectives from North America,,,,,,100,"The MOOClet Framework: Unifying Experimentation, Dynamic Improvement, and Personalization in Online Courses"
Toward Effective Courseware at Scale: Investigating Automatically Generated Questions as Formative Practice,2021,Full Paper,Works-in-Progress,,,,,,100,Toward Effective Courseware at Scale: Investigating Automatically Generated Questions as Formative Practice
Toward Personalizing Students' Education with Crowdsourced Tutoring,2021,Full Paper,L@Scale 1: Perspectives from North America,,,,,,100,Toward Personalizing Students' Education with Crowdsourced Tutoring
Toward Reshaping the Syllabus for Education at Scale,2021,Full Paper,Works-in-Progress,,,,,,100,Toward Reshaping the Syllabus for Education at Scale
Using Social Norms to Promote Actions Beyond the Course,2021,Full Paper,L@Scale 4: Perspectives from Europe and US,,,,,,98,Using Social Norms to Promote Actions beyond the Course
What do I need to know? Designing Student Learning Tools that Aid Interaction with Recorded Lecture Content,2021,Full Paper,Works-in-Progress,,,,,,99,What do i need to know? Designing Student Learning Tools that Aid Interaction with Recorded Lecture Content
What's In It for the Learners? Evidence from a Randomized Field Experiment on Learnersourcing Questions in a MOOC,2021,Full Paper,L@Scale 5: Perspectives from US East Coast,,,,,,99,What's in It for the Learners? Evidence from a Randomized Field Experiment on Learnersourcing Questions in a MOOC
What's the Point? How Scores Undermine Written Comments on Open-Ended Work,2021,Full Paper,L@Scale 3: Perspectives from Oceania,,,,,,100,What's the Point? How Scores Undermine Written Comments on Open-Ended Work
With or Without EU: Navigating GDPR Constraints in Human Subjects Research in an Education Environment,2021,Full Paper,Works-in-Progress,,,,,,99,With or without EU: Navigating GDPR Constraints in Human Subjects Research in an Education Environment
A Machine Learning Approach for Understanding the Educational Foci and Technical Solutions of AIED,2023,Full Paper,Works-in-Progress,,,,,,100,A Machine Learning Approach for Understanding the Educational Foci and Technical Solutions of AIED
A Scalable Architecture for Conducting A/B Experiments in Educational Settings,2023,Full Paper,Works-in-Progress,,,,,,100,A Scalable Architecture for Conducting A/B Experiments in Educational Settings
Comb: Giving Feedback to Short Answer at Scale with Human-in-the-Loop Rubric Creation,2023,Full Paper,Works-in-Progress,,,,,,100,Comb: Giving Feedback to Short Answer at Scale with Human-in-the-Loop Rubric Creation
Detecting Learners' Hint Inquiry Behaviors in e-Learning Environment by using Facial Expressions,2023,Full Paper,Works-in-Progress,,,,,,100,Detecting Learners' Hint Inquiry Behaviors in e-Learning Environment by using Facial Expressions
Developing a Prototype to Scale up Digital Support for Online Assessment Design,2023,Full Paper,Works-in-Progress,,,,,,100,Developing a Prototype to Scale up Digital Support for Online Assessment Design
"Digital Access, Usage, and Educational Outcomes: Evidence from Vietnam",2023,Full Paper,Works-in-Progress,,,,,,100,"Digital Access, Usage, and Educational Outcomes: Evidence from Vietnam"
Does STEM Success Start Young? Exploring Higher Ed Students' Early Academic Experiences in Science and Math at Scale,2023,Full Paper,Works-in-Progress,,,,,,100,Does STEM Success Start Young? Exploring Higher Ed Students' Early Academic Experiences in Science and Math at Scale
Does the Availability of Reattempts and Video Solutions Affect Learners' Voluntary Engagement with Mastery Learning Activities?  421-425,2023,Full Paper,Works-in-Progress,,,,,,97,Does the Availability of Reattempts and Video Solutions Affect Learners' Voluntary Engagement with Mastery Learning Activities?
Educator and Student Perspectives on the Impact of Generative AI on Assessments in Higher Education,2023,Full Paper,Works-in-Progress,,,,,,100,Educator and Student Perspectives on the Impact of Generative AI on Assessments in Higher Education
Effects of Scaling Up Apprentice-Style Research: Perceptions from Mentors and Mentees,2023,Full Paper,Works-in-Progress,,,,,,100,Effects of Scaling Up Apprentice-Style Research: Perceptions from Mentors and Mentees
Efficient Transformer-based Knowledge Tracing for a Personalized Language Education Application,2023,Full Paper,Works-in-Progress,,,,,,100,Efficient Transformer-based Knowledge Tracing for a Personalized Language Education Application
Encouraging Critical Thinking Support System: Question Generation and Lecture Slide Recommendations,2023,Full Paper,Works-in-Progress,,,,,,100,Encouraging Critical Thinking Support System: Question Generation and Lecture Slide Recommendations
Envisioning an Inclusive Metaverse: Student Perspectives on Accessible and Empowering Metaverse-Enabled Learning,2023,Full Paper,Works-in-Progress,,,,,,100,Envisioning an Inclusive Metaverse: Student Perspectives on Accessible and Empowering Metaverse-Enabled Learning
Examinator v3,2023,Full Paper,Works-in-Progress,,,,,,52,Explanation Mining
How Civil are Comments on TikTok's Educational Videos? Insights for Learning at Scale,2023,Full Paper,Works-in-Progress,,,,,,100,How Civil are Comments on TikTok's Educational Videos? Insights for Learning at Scale
Increasing Available Attempts: Changes in Student Correctness on Formative Introductory Physics Problems,2023,Full Paper,Works-in-Progress,,,,,,100,Increasing Available Attempts: Changes in Student Correctness on Formative Introductory Physics Problems
Innovating at Campus Scale: The Case of Michigan's Atlas,2023,Full Paper,Works-in-Progress,,,,,,100,Innovating at Campus Scale: The Case of Michigan's Atlas
Leveraging Human Feedback to Scale Educational Datasets: Combining Crowdworkers and Comparative Judgement,2023,Full Paper,Works-in-Progress,,,,,,100,Leveraging Human Feedback to Scale Educational Datasets: Combining Crowdworkers and Comparative Judgement
Managing the Chaos: Approaches to Navigating Discussion Forums for Instructional Staff,2023,Full Paper,Works-in-Progress,,,,,,100,Managing the Chaos: Approaches to Navigating Discussion Forums for Instructional Staff
No Benefit for High-Dosage Time Management Interventions in Online Courses,2023,Full Paper,Works-in-Progress,,,,,,100,No Benefit for High-Dosage Time Management Interventions in Online Courses
On Air: Benefits of weekly Podcasts accompanying Online Courses,2023,Full Paper,Works-in-Progress,,,,,,100,On Air: Benefits of weekly Podcasts accompanying Online Courses
Pre-Semester Predictors of Course Retention in a Large Online Graduate CS Program,2023,Full Paper,Works-in-Progress,,,,,,100,Pre-Semester Predictors of Course Retention in a Large Online Graduate CS Program
"Ready or Not, Here I Computer Science: Trends in Preparatory Work Pursued by Incoming Students in an Online Graduate Computer Science Program",2023,Full Paper,Works-in-Progress,,,,,,99,"Ready or Not, Here i Computer Science: Trends in Preparatory Work Pursued by Incoming Students in an Online Graduate Computer Science Program"
RECIPE: How to Integrate ChatGPT into EFL Writing Education,2023,Full Paper,Works-in-Progress,,,,,,100,RECIPE: How to Integrate ChatGPT into EFL Writing Education
Rethinking MMLA: Design Considerations for Multimodal Learning Analytics Systems,2023,Full Paper,Works-in-Progress,,,,,,100,Rethinking MMLA: Design Considerations for Multimodal Learning Analytics Systems
Secure Education and Learning Research at Scale with OpenStax Kinetic,2023,Full Paper,Works-in-Progress,,,,,,100,Secure Education and Learning Research at Scale with OpenStax Kinetic
"Student Life at Scale: Humanizing the Student Experience at Scale through Belonging, Engagement, and Community",2023,Full Paper,Works-in-Progress,,,,,,100,"Student Life at Scale: Humanizing the Student Experience at Scale through Belonging, Engagement, and Community"
The [email protected] Eight Years: A Review of Papers and Authors at Learning @ Scale,2023,Full Paper,Works-in-Progress,,,,,,88,The L@St Eight Years: A Review of Papers and Authors at Learning @ Scale
The Use of SMS and Other Mobile Phone-based Messaging to Support Education at Scale: A Synthesis of Recent Evidence,2023,Full Paper,Works-in-Progress,,,,,,100,The Use of SMS and Other Mobile Phone-based Messaging to Support Education at Scale: A Synthesis of Recent Evidence
Towards Automated Code Assessment with OpenJupyter in MOOCs,2023,Full Paper,Works-in-Progress,,,,,,100,Towards Automated Code Assessment with OpenJupyter in MOOCs
Towards Game-based Assessment at Scale,2023,Full Paper,Works-in-Progress,,,,,,100,Towards Game-based Assessment at Scale
Towards Scalable Vocabulary Acquisition Assessment with BERT,2023,Full Paper,Works-in-Progress,,,,,,100,Towards Scalable Vocabulary Acquisition Assessment with BERT
Towards the Identification of Experts in Informal Learning Portals at Scale,2023,Full Paper,Works-in-Progress,,,,,,100,Towards the Identification of Experts in Informal Learning Portals at Scale
Unlocking Financial Success: Empowering Higher Ed Students and Developing Financial Literacy Interventions at Scale,2023,Full Paper,Works-in-Progress,,,,,,100,Unlocking Financial Success: Empowering Higher Ed Students and Developing Financial Literacy Interventions at Scale
Utilizing Neural Network to Predict Students Aptitudes for Teaching Assistant Roles,2023,Full Paper,Works-in-Progress,,,,,,100,Utilizing Neural Network to Predict Students Aptitudes for Teaching Assistant Roles
