,First Author First Name,First Author Last Name,Paper Title,Year,Full Paper or WIP?,Session Name,Authors,Link_x,File Name,DOI,Original File Name,Author(s) ID,Title,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link_y,Document Type,Publication Stage,Open Access,Source,EID,Author 1 First Name,Author 1 Last Name,Author 1 ID,Author 2 First Name,Author 2 Last Name,Author 2 ID,Author 3 First Name,Author 3 Last Name,Author 3 ID,Author 4 First Name,Author 4 Last Name,Author 4 ID,Author 5 First Name,Author 5 Last Name,Author 5 ID,Author 6 First Name,Author 6 Last Name,Author 6 ID,Author 7 First Name,Author 7 Last Name,Author 7 ID,Author 8 First Name,Author 8 Last Name,Author 8 ID,Author 9 First Name,Author 9 Last Name,Author 9 ID,Author 10 First Name,Author 10 Last Name,Author 10 ID,Author 11 First Name,Author 11 Last Name,Author 11 ID,Author 12 First Name,Author 12 Last Name,Author 12 ID,Author 1 Affiliation,Author 1 Country,Author 2 Affiliation,Author 2 Country,Author 3 Affiliation,Author 3 Country,Author 4 Affiliation,Author 4 Country,Author 5 Affiliation,Author 5 Country,Author 6 Affiliation,Author 6 Country,Author 7 Affiliation,Author 7 Country,Author 8 Affiliation,Author 8 Country,Author 9 Affiliation,Author 9 Country,Author 10 Affiliation,Author 10 Country,Author 11 Affiliation,Author 11 Country,Author 12 Affiliation,Author 12 Country
139,Qiao,Zhang,(A)I Will Teach You to Play Gomoku: Exploring the Use of Game AI to Teach People,2022,WIP,Work in Progress,"Qiao Zhang, Christopher J. MacLellan",https://dl.acm.org/doi/pdf/10.1145/3491140.3528331,2022_(A)I Will Teach You to Play Gomoku: Exploring the Use of Game AI to Teach People.pdf,10.1145/3491140.3528331,3491140.3528331.pdf,58376758800; 23492963300,(A)I Will Teach You to Play Gomoku: Exploring the Use of Game AI to Teach People,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,263,266,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132205334&doi=10.1145%2f3491140.3528331&partnerID=40&md5=3f092d22e7b57c9727285adb1c0d323e,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132205334,Qiao,Zhang,58376758800,Christopher J.,MacLellan,23492963300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drexel University,United States,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,
140,Shai,Perach,A Blended-Learning Program for Implementing a Rigorous Machine-Learning Curriculum in High-Schools,2022,WIP,Work in Progress,"Shai Perach, Giora Alexandron",https://dl.acm.org/doi/pdf/10.1145/3491140.3528291,2022_A Blended-Learning Program for Implementing a Rigorous Machine-Learning Curriculum in High-Schools.pdf,10.1145/3491140.3528291,3491140.3528291.pdf,57748640700; 8945106100,A Blended-Learning Program for Implementing a Rigorous Machine-Learning Curriculum in High-Schools,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,267,270,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132135027&doi=10.1145%2f3491140.3528291&partnerID=40&md5=a88b2a4e8602505cba273fb5961ecc12,Conference paper,Final,,Scopus,2-s2.0-85132135027,Shai,Perach,57748640700,Giora,Alexandron,8945106100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weizmann Institute of Science Israel,Israel,Weizmann Institute of Science Israel,Israel,,,,,,,,,,,,,,,,,,,,
141,Jingting,Li,A Chatbot-Server Framework for Scalable Machine Learning Education through Crowdsourced Data,2022,WIP,Work in Progress,"Jingting Li, Chee-Wei Tan, Ching Nam Hang, Xintong Qi",https://dl.acm.org/doi/pdf/10.1145/3491140.3528300,2022_A Chatbot-Server Framework for Scalable Machine Learning Education through Crowdsourced Data.pdf,10.1145/3491140.3528300,3491140.3528300.pdf,57224646179; 15072338600; 57205457095; 57748962200,A Chatbot-Server Framework for Scalable Machine Learning Education through Crowdsourced Data,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,271,274,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132152692&doi=10.1145%2f3491140.3528300&partnerID=40&md5=a298041dbf2c4529932884ad246b8c99,Conference paper,Final,,Scopus,2-s2.0-85132152692,Jingting,Li,57224646179,Chee Wei,Tan,15072338600,Ching Nam,Hang,57205457095,Xintong,Qi,57748962200,,,,,,,,,,,,,,,,,,,,,,,,,City University of Hong Kong,Hong Kong,Nanyang Technological University,Singapore,City University of Hong Kong,Hong Kong,Columbia University,United States,,,,,,,,,,,,,,,,
142,Mohamed,Elhayany,A Study about Future Prospects of JupyterHub in MOOCs,2022,WIP,Work in Progress,"Mohamed Elhayany, Ranjiraj-Rajendran Nair, Thomas Staubitz, Christoph Meinel",https://dl.acm.org/doi/pdf/10.1145/3491140.3529537,2022_A Study about Future Prospects of JupyterHub in MOOCs.pdf,10.1145/3491140.3529537,3491140.3529537.pdf,57747327800; 57746999400; 56237871000; 56187776800,A Study about Future Prospects of JupyterHub in MOOCs,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,275,279,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183375&doi=10.1145%2f3491140.3529537&partnerID=40&md5=a6adbc7bb0ab8c7174331575316df979,Conference paper,Final,,Scopus,2-s2.0-85132183375,Mohamed,Elhayany,57747327800,Ranjiraj-Rajendran,Nair,57746999400,Thomas,Staubitz,56237871000,Christoph,Meinel,56187776800,,,,,,,,,,,,,,,,,,,,,,,,,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Otto von Guericke University of Magdeburg,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,,,,,,,,,,,,,,,,
143,Michael,Meaney,Adding a Demographic Lens to Cluster Analysis of Participants in Entry-level Massive Open Online Courses (MOOCs),2022,WIP,Work in Progress,"Michael Meaney, Tom Fikes",https://dl.acm.org/doi/pdf/10.1145/3491140.3528306,2022_Adding a Demographic Lens to Cluster Analysis of Participants in Entry-level Massive Open Online Courses (MOOCs).pdf,10.1145/3491140.3528306,3491140.3528306.pdf,57748962700; 57193578627,Adding a Demographic Lens to Cluster Analysis of Participants in Entry-level Massive Open Online Courses (MOOCs),L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,355,359,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132160939&doi=10.1145%2f3491140.3528306&partnerID=40&md5=330e026795072751d6f2d6f1c549fa00,Conference paper,Final,,Scopus,2-s2.0-85132160939,Michael,Meaney,57748962700,Tom,Fikes,57193578627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arizona State University,United States,Arizona State University,United States,,,,,,,,,,,,,,,,,,,,
144,Eileen,Scanlon,Advancing the Democratization of Research: Citizen Science,2022,WIP,Work in Progress,"Eileen Scanlon, Christothea Herodotou",https://dl.acm.org/doi/pdf/10.1145/3491140.3528308,2022_Advancing the Democratization of Research: Citizen Science.pdf,10.1145/3491140.3528308,3491140.3528308.pdf,7005219969; 37111011800,Advancing the Democratization of Research: Citizen Science,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,280,283,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132166021&doi=10.1145%2f3491140.3528308&partnerID=40&md5=634366d98bd4084e3ff7876e57bb08d7,Conference paper,Final,,Scopus,2-s2.0-85132166021,Eileen,Scanlon,7005219969,Christothea,Herodotou,37111011800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Open University,United Kingdom,The Open University,United Kingdom,,,,,,,,,,,,,,,,,,,,
145,Andey,Robins,Amazon Alexa Skills as a Novel Modality for In-service Professional Micro-Development (WIP),2022,WIP,Work in Progress,"Andey Robins, Tiffany Hunt, Dana Robertson, Richard Allen Carter Jr.",https://dl.acm.org/doi/pdf/10.1145/3491140.3528314,2022_Amazon Alexa Skills as a Novel Modality for In-service Professional Micro-Development (WIP).pdf,10.1145/3491140.3528314,3491140.3528314.pdf,57747321600; 57213149571; 55875818700; 56893094500,Amazon Alexa Skills as a Novel Modality for In-service Professional Micro-Development (WIP),L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,284,288,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132179119&doi=10.1145%2f3491140.3528314&partnerID=40&md5=0750e04440353187f0faa93e296529ef,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132179119,Andey,Robins,57747321600,Tiffany,Hunt,57213149571,Dana,Robertson,55875818700,Richard,Carter,56893094500,,,,,,,,,,,,,,,,,,,,,,,,,University of Wyoming,United States,University of Wyoming,United States,Virginia Polytechnic Institute and State University,United States,University of Wyoming,United States,,,,,,,,,,,,,,,,
146,Bobbie Lynn,Eicher,An Examination of Unofficial Course Reviews in a Graduate Program at Scale,2022,WIP,Work in Progress,"Bobbie Lynn Eicher, David A. Joyner",https://dl.acm.org/doi/pdf/10.1145/3491140.3528330,2022_An Examination of Unofficial Course Reviews in a Graduate Program at Scale.pdf,10.1145/3491140.3528330,3491140.3528330.pdf,57202432695; 35183234600,An Examination of Unofficial Course Reviews in a Graduate Program at Scale,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,289,293,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132158864&doi=10.1145%2f3491140.3528330&partnerID=40&md5=09891f241aae41db42bedcdb61c83b00,Conference paper,Final,,Scopus,2-s2.0-85132158864,Bobbie L.,Eicher,57202432695,David A.,Joyner,35183234600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,
147,Thomas,Staubitz,"Analysis of the Applicability of General Scaling Laws on Course Size, Completion Rates, and Forum Activity in MOOCs",2022,WIP,Work in Progress,"Thomas Staubitz, Max Bothe, Mohamed Elhayany, Christiane Hagedorn, Sebastian Serth, Theresa Zobel, Christoph Meinel",https://dl.acm.org/doi/pdf/10.1145/3491140.3528310,"2022_Analysis of the Applicability of General Scaling Laws on Course Size, Completion Rates, and Forum Activity in MOOCs.pdf",10.1145/3491140.3528310,3491140.3528310.pdf,56237871000; 57190375436; 57747327800; 57194851520; 57195955075; 57351645600; 56187776800,"Analysis of the Applicability of General Scaling Laws on Course Size, Completion Rates, and Forum Activity in MOOCs",L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,294,298,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132196146&doi=10.1145%2f3491140.3528310&partnerID=40&md5=0b8fc14f00ec40bb33e94a918c6d8d3e,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132196146,Thomas,Staubitz,56237871000,Max,Bothe,57190375436,Mohamed,Elhayany,57747327800,Christiane,Hagedorn,57194851520,Sebastian,Serth,57195955075,Theresa,Zobel,57351645600,Christoph,Meinel,56187776800,,,,,,,,,,,,,,,,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,Hasso-Plattner-Institut für Softwaresystemtechnik GmbH,Germany,,,,,,,,,,
148,Sean,Tsung,BlockLens: Visual Analytics of Student Coding Behaviors in Block-Based Programming Environments,2022,WIP,Work in Progress,"Sean Tsung, Huan Wei, Haotian Li, Yong Wang, Meng Xia, Huamin Qu",https://dl.acm.org/doi/pdf/10.1145/3491140.3528298,2022_BlockLens: Visual Analytics of Student Coding Behaviors in Block-Based Programming Environments.pdf,10.1145/3491140.3528298,3491140.3528298.pdf,57748642500; 57209399328; 57205670372; 57193775768; 57202803261; 7101947159,BlockLens: Visual Analytics of Student Coding Behaviors in Block-Based Programming Environments,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,299,303,4.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132148921&doi=10.1145%2f3491140.3528298&partnerID=40&md5=c947441fd393ad7d5fe464214fa5bb20,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132148921,Sean,Tsung,57748642500,Huan,Wei,57209399328,Haotian,Li,57205670372,Yong,Wang,57193775768,Meng,Xia,57202803261,Huamin,Qu,7101947159,,,,,,,,,,,,,,,,,,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong University of Science and Technology,Hong Kong,Hong Kong University of Science and Technology,Hong Kong,Singapore Management University,Singapore,Carnegie Mellon University,United States,Hong Kong University of Science and Technology,Hong Kong,,,,,,,,,,,,
149,Mohit,Chandarana,Challenges of Scaling Programming-based Behavioral Metrics,2022,WIP,Work in Progress,"Mohit Chandarana, Elise Deitrick",https://dl.acm.org/doi/pdf/10.1145/3491140.3528290,2022_Challenges of Scaling Programming-based Behavioral Metrics.pdf,10.1145/3491140.3528290,3491140.3528290.pdf,57747985900; 56736849000,Challenges of Scaling Programming-based Behavioral Metrics,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,304,308,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132164773&doi=10.1145%2f3491140.3528290&partnerID=40&md5=7213564488e00ae17d731e11890782db,Conference paper,Final,,Scopus,2-s2.0-85132164773,Mohit,Chandarana,57747985900,Elise,Deitrick,56736849000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Codio,United States,Codio,United States,,,,,,,,,,,,,,,,,,,,
150,Hui,Yang,Collaboration at Scale: Exploring Member Role Changing Patterns in Collaborative Science Problem-solving Tasks,2022,WIP,Work in Progress,"Hui Yang, Nonye Alozie, Arif Rachmatullah",https://dl.acm.org/doi/pdf/10.1145/3491140.3528319,2022_Collaboration at Scale: Exploring Member Role Changing Patterns in Collaborative Science Problem-solving Tasks.pdf,10.1145/3491140.3528319,3491140.3528319.pdf,57484393400; 35812109300; 57190941282,Collaboration at Scale: Exploring Member Role Changing Patterns in Collaborative Science Problem-solving Tasks,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,309,312,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132176684&doi=10.1145%2f3491140.3528319&partnerID=40&md5=5dae2c475b4843bff0159fe1de29a29f,Conference paper,Final,,Scopus,2-s2.0-85132176684,Hui,Yang,57484393400,Nonye,Alozie,35812109300,Arif,Rachmatullah,57190941282,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRI International,United States,SRI International,United States,SRI International,United States,,,,,,,,,,,,,,,,,,
151,Gavin W.,Porter,Collaborative Annotation: Links to Formative Assessment and Issues of Scale for Pedagogy,2022,WIP,Work in Progress,Gavin W. Porter,https://dl.acm.org/doi/pdf/10.1145/3491140.3528322,2022_Collaborative Annotation: Links to Formative Assessment and Issues of Scale for Pedagogy.pdf,10.1145/3491140.3528322,3491140.3528322.pdf,8986671900,Collaborative Annotation: Links to Formative Assessment and Issues of Scale for Pedagogy,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,313,316,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132188463&doi=10.1145%2f3491140.3528322&partnerID=40&md5=205cbd19b99d2b725c3e5e42eb3c07bb,Conference paper,Final,,Scopus,2-s2.0-85132188463,Gavin,Porter,8986671900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard Medical School,United States,,,,,,,,,,,,,,,,,,,,,,
152,Sasipa,Boonyubol,Comparing MOOC Learners Engagement with Japanese Videos and Text to Speech Generated English Videos,2022,WIP,Work in Progress,"Sasipa Boonyubol, Shahriar Kabir, Jeffrey Scott Cross",https://dl.acm.org/doi/pdf/10.1145/3491140.3528302,2022_Comparing MOOC Learners Engagement with Japanese Videos and Text to Speech Generated English Videos.pdf,10.1145/3491140.3528302,3491140.3528302.pdf,57219667773; 57747667300; 7402349007,Comparing MOOC Learners Engagement with Japanese Videos and Text to Speech Generated English Videos,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,317,320,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132208553&doi=10.1145%2f3491140.3528302&partnerID=40&md5=c653ef8a6772675f391c0b962aa78d08,Conference paper,Final,,Scopus,2-s2.0-85132208553,Sasipa,Boonyubol,57219667773,Shahriar,Kabir,57747667300,Jeffrey Scott,Cross,7402349007,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Institute of Technology,Japan,Tokyo Institute of Technology,Japan,Tokyo Institute of Technology,Japan,,,,,,,,,,,,,,,,,,
153,Chi-Un,Lei,Developing Student's Global Competencies at Scale in an Affordable MOOC K12 Outreach Initiative,2022,WIP,Work in Progress,"Chi-Un Lei, Hong Qiang Wei",https://dl.acm.org/doi/pdf/10.1145/3491140.3528307,2022_Developing Student's Global Competencies at Scale in an Affordable MOOC K12 Outreach Initiative.pdf,10.1145/3491140.3528307,3491140.3528307.pdf,18134021100; 57747987700,Developing Student's Global Competencies at Scale in an Affordable MOOC K12 Outreach Initiative,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,321,324,3.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132155031&doi=10.1145%2f3491140.3528307&partnerID=40&md5=07e687ac43b86e52d8c178bfec7166a9,Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85132155031,Chi-Un,Lei,18134021100,Hong Qiang,Wei,57747987700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Hong Kong,Hong Kong,Ccc Kei Yuen College,Hong Kong,,,,,,,,,,,,,,,,,,,,
154,Benny G.,Johnson,Discrimination of Automatically Generated Questions Used as Formative Practice,2022,WIP,Work in Progress,"Benny G. Johnson, Jeffrey S. Dittel, Rachel Van Campenhout, Bill Jerome",https://dl.acm.org/doi/pdf/10.1145/3491140.3528323,2022_Discrimination of Automatically Generated Questions Used as Formative Practice.pdf,10.1145/3491140.3528323,3491140.3528323.pdf,34770699900; 57194430378; 57218310697; 57218312336,Discrimination of Automatically Generated Questions Used as Formative Practice,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,325,329,4.0,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132209642&doi=10.1145%2f3491140.3528323&partnerID=40&md5=30990903665ad3f1ee175158c234cb6c,Conference paper,Final,,Scopus,2-s2.0-85132209642,Benny G.,Johnson,34770699900,Jeffrey S.,Dittel,57194430378,Rachel,Van Campenhout,57218310697,Bill,Jerome,57218312336,,,,,,,,,,,,,,,,,,,,,,,,,VitalSource Technologies,United States,VitalSource Technologies,United States,VitalSource Technologies,United States,VitalSource Technologies,United States,,,,,,,,,,,,,,,,
155,Katy,Jordan,EdTech and Girls Education in Low- and Middle-Income Countries: Which Intervention Types Have the Greatest Impact on Learning Outcomes for Girls?  330-334,2022,WIP,Work in Progress,"Katy Jordan, Christina Myers",https://dl.acm.org/doi/pdf/10.1145/3491140.3528305,2022_EdTech and Girls Education in Low- and Middle-Income Countries: Which Intervention Types Have the Greatest Impact on Learning Outcomes for Girls?  330-334.pdf,10.1145/3491140.3528305,3491140.3528305.pdf,55314576400; 57208408234,EdTech and Girls Education in Low- and Middle-Income Countries: Which Intervention Types Have the Greatest Impact on Learning Outcomes for Girls?,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,330,334,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132181479&doi=10.1145%2f3491140.3528305&partnerID=40&md5=1c6623152df9a724446e409b586874de,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132181479,Katy,Jordan,55314576400,Christina,Myers,57208408234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Faculty of Education,United Kingdom,edtechhub.org,,,,,,,,,,,,,,,,,,,,,
156,René F.,Kizilcec,Effects of Framing Professional Development as a Career Growth Opportunity on Course Completion,2022,WIP,Work in Progress,"René F. Kizilcec, Jennifer A. Mimno, Andrew J. Karhan",https://dl.acm.org/doi/pdf/10.1145/3491140.3528304,2022_Effects of Framing Professional Development as a Career Growth Opportunity on Course Completion.pdf,10.1145/3491140.3528304,3491140.3528304.pdf,55657281000; 57746701700; 57221912395,Effects of Framing Professional Development as a Career Growth Opportunity on Course Completion,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,335,339,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132145399&doi=10.1145%2f3491140.3528304&partnerID=40&md5=6e56ab9f247dcc23f3f55470f341eb59,Conference paper,Final,,Scopus,2-s2.0-85132145399,René F.,Kizilcec,55657281000,Jennifer A.,Mimno,57746701700,Andrew J.,Karhan,57221912395,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cornell Information Science,United States,Cornell University,United States,Cornell University,United States,,,,,,,,,,,,,,,,,,
157,Xiuyu,Chen,Exploring the Relationships between Social and Teaching Presence in Video-based Informal Learning Using Network Analysis,2022,WIP,Work in Progress,"Xiuyu Chen, Shihui Feng",https://dl.acm.org/doi/pdf/10.1145/3491140.3528316,2022_Exploring the Relationships between Social and Teaching Presence in Video-based Informal Learning Using Network Analysis.pdf,10.1145/3491140.3528316,3491140.3528316.pdf,57747638500; 57190013027,Exploring the Relationships between Social and Teaching Presence in Video-based Informal Learning Using Network Analysis,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,340,344,4.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132178778&doi=10.1145%2f3491140.3528316&partnerID=40&md5=413bdf342f496f70a0be79e647590112,Conference paper,Final,,Scopus,2-s2.0-85132178778,Xiuyu,Chen,57747638500,Shihui,Feng,57190013027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The University of Hong Kong,Hong Kong,The University of Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,
158,Anindya,Roy,How COVID-19 Affected Computer Science MOOC Learner Behavior and Achievements: A Demographic Study,2022,WIP,Work in Progress,"Anindya Roy, Michael Yee, Meghan Perdue, Julius Stein, Ana Bell, Ronisha Carter, Shigeru Miyagawa",https://dl.acm.org/doi/pdf/10.1145/3491140.3528328,2022_How COVID-19 Affected Computer Science MOOC Learner Behavior and Achievements: A Demographic Study.pdf,10.1145/3491140.3528328,3491140.3528328.pdf,57672326500; 23479017000; 57218225588; 57746675800; 57215551299; 57748618700; 7201867694,How COVID-19 Affected Computer Science MOOC Learner Behavior and Achievements: A Demographic Study,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,345,349,4.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132199178&doi=10.1145%2f3491140.3528328&partnerID=40&md5=46a0862ddb148c10df1eb6c69648b69a,Conference paper,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85132199178,Anindya,Roy,57672326500,Michael,Yee,23479017000,Meghan,Perdue,57218225588,Julius,Stein,57746675800,Ana,Bell,57215551299,Ronisha,Carter,57748618700,Shigeru,Miyagawa,7201867694,,,,,,,,,,,,,,,,Massachusetts Institute of Technology,United States,Lincoln Laboratory,United States,Massachusetts Institute of Technology,United States,Lincoln Laboratory,United States,MIT Computer Science &amp; Artificial Intelligence Laboratory,United States,United States Department of the Air Force,United States,Universidade de São Paulo,Brazil,,,,,,,,,,
159,Shu-Yi,Hsu,How Much and for Whom?: A Multi-Wave Study of the Impact of Self-Regulated Learning Scaffolds on MOOC Student Academic Performance,2022,WIP,Work in Progress,"Shu-Yi Hsu, M. Shane Tutwiler",https://dl.acm.org/doi/pdf/10.1145/3491140.3528312,2022_How Much and for Whom?: A Multi-Wave Study of the Impact of Self-Regulated Learning Scaffolds on MOOC Student Academic Performance.pdf,10.1145/3491140.3528312,3491140.3528312.pdf,57747957500; 37662375700,How Much and for Whom? A Multi-Wave Study of the Impact of Self-Regulated Learning Scaffolds on MOOC Student Academic Performance,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,350,354,4.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132183034&doi=10.1145%2f3491140.3528312&partnerID=40&md5=8dcec89c344630799a181020fe985418,Conference paper,Final,,Scopus,2-s2.0-85132183034,Shu-Yi,Hsu,57747957500,M. Shane,Tutwiler,37662375700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia University,United States,The University of Rhode Island,United States,,,,,,,,,,,,,,,,,,,,
160,Shiva,Shabaninejad,Incorporating Explainable Learning Analytics to Assist Educators with Identifying Students in Need of Attention,2022,WIP,Work in Progress,"Shiva Shabaninejad, Hassan Khosravi, Solmaz Abdi, Marta Indulska, Shazia W. Sadiq",https://dl.acm.org/doi/pdf/10.1145/3491140.3528292,2022_Incorporating Explainable Learning Analytics to Assist Educators with Identifying Students in Need of Attention.pdf,10.1145/3491140.3528292,3491140.3528292.pdf,57215928305; 27368031300; 57215930238; 8366424900; 7006420326,Incorporating Explainable Learning Analytics to Assist Educators with Identifying Students in Need of Attention,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,384,388,4.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132140667&doi=10.1145%2f3491140.3528292&partnerID=40&md5=45e734f226632d3e40722379b0c8efe1,Conference paper,Final,,Scopus,2-s2.0-85132140667,Shiva,Shabaninejad,57215928305,Hassan,Khosravi,27368031300,Solmaz,Abdi,57215930238,Marta,Indulska,8366424900,Shazia,Sadiq,7006420326,,,,,,,,,,,,,,,,,,,,,,The University of Queensland,Australia,The University of Queensland,Australia,The University of Queensland,Australia,The University of Queensland Business School,Australia,The University of Queensland,Australia,,,,,,,,,,,,,,
161,Farahnaz,Soleimani,Influential Text-Based Features in Predicting Admission Status of Online Degree Applicants,2022,WIP,Work in Progress,"Farahnaz Soleimani, Jeonghyun Lee, Meryem Yilmaz Soylu, Saurabh Chatterjee",https://dl.acm.org/doi/pdf/10.1145/3491140.3528318,2022_Influential Text-Based Features in Predicting Admission Status of Online Degree Applicants.pdf,10.1145/3491140.3528318,3491140.3528318.pdf,57209041720; 57219710532; 57374501100; 57478488200,Influential Text-Based Features in Predicting Admission Status of Online Degree Applicants,L@S 2022 - Proceedings of the 9th ACM Conference on Learning @ Scale,,,,360,363,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132154652&doi=10.1145%2f3491140.3528318&partnerID=40&md5=0362fbe4fd4c2e94274307ace1cad532,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85132154652,Farahnaz,Soleimani,57209041720,Jeonghyun,Lee,57219710532,Meryem,Yilmaz Soylu,57374501100,Saurabh,Chatterjee,57478488200,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,Georgia Institute of Technology,United States,,,,,,,,,,,,,,,,
